city,name,location,airconditioning,freeparking,hairdryer,heating,hostedbyabusiness,kitchen,pool,washer,wifi,roomtype,detailed_location,guests,bedrooms,beds,bathrooms,discountedprice,score,price,reviewnumber,link,air_conditioning,baby_bath,baby_monitor,babysitter_recommendations,baking_sheet,barbecue_utensils,bathtub,beach_essentials,beachfront,bed_linens,bread_maker,breakfast,building_staff,cable_,carbon_monoxide_alarm,changing_table,children,cleaning_before_checkout,coffee_maker,cooking_basics,crib,darkening_shades,dishes_and_silverware,dishwasher,dryer,elevator,essentials,ethernet_connection,extra_pillows_and_blankets,fire_extinguisher,fireplace_guards,first_aid_kit,free_parking_on_premises,free_street_parking,friendly_workspace,game_console,garden_or_backyard,gym,hair_dryer,hangers,heating.1,high_chair,host_greets_you,hot_tub,hot_water,in,indoor_fireplace,iron,keypad,kitchen.1,lake_access,laptop,lock_on_bedroom_door,lockbox,long_term_stays_allowed,luggage_dropoff_allowed,microwave,n_,outlet_covers,oven,pack_,paid_parking_off_premises,paid_parking_on_premises,patio_or_balcony,piano,pocket_wifi,pool.1,private_entrance,private_living_room,refrigerator,room,s_books_and_toys,s_dinnerware,shampoo,shower_gel,single_level_home,ski,smart_lock,smoke_alarm,stair_gates,stove,table_corner_guards,unavailable,washer.1,waterfront,wifi.1,window_guards,reviews,response_time,response_rate,languages
San Jose (Costa Rica),Studio Atman w/ Kitchenette in Conscious community ,Montes de Orca,0,1,0,0,0,1,0,0,1,Entire apartment,Montes de Orca,3.0,1,1.0,1,27.0,5.0,35,11.0,http://airbnb.com/rooms/21531474?location=San%20Jose%2C%20Costa%20Rica&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=d458864a-c908-49b1-9c27-ac5997d5250f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7,1,0,1,0,"['PatriciaJuly 2019We loved staying at Sha’s place!! The community is really what sets this location apart from the others in the San Pedro/San Jose area. Our neighbors were amazing and gave so many tips on the area and Costa Rica in general. This was our first time staying in Costa Rica and we were there for over a month, so having a community rather than just an apartment to rent really helped us to get settled and feel comfortable in the city.We loved staying at Sha’s place!! The community is really what sets this location apart from the others in the San Pedro/San Jose area. Our neighbors were amazing and gave so many… read more**', '**BlancaFebruary 2019I feel so fortunate to have found this magical place. It is so beautiful that I have decided to extend my stay longer and when I return to CR, I will return as this place has been more than what I expected.**', ""**BlancaJanuary 2019Wow! What an amazing and special place...from the main house to the back where the beautiful garden is located. I really love this space and Sha's energy and hospitality. Both my daughter, 6 years old, and I love the entire Conscious Community concept that Sha has brought to life.  We are so happy here that we have extended our stay for the entire time that we will be in Costa Rica.  The top things that added to our positive experience at Sha's: Sha's beautiful energy, the garden, community dinners, community garden days, the diverse group of people who come from all walks, having hot water for showers,  and last but not least, Luna, Maya's favorite cat! I would highly recommend this special place. You will not want to leave !**"", '**SarahOctober 2018I love the studio!  It was cute, clean, everything worked, has a view from the kitchen into a lush jungle garden.  The other people that live and stay here were also amazing.  There is something almost everyday to participate in from yoga to community dinners.  I’ll come again and again!**', '**RafaelAugust 2018The place is a small studio with a window view into the garden. It has a great feeling. As is in the back of the house is very quite. Kitchen has basics. Great location. Walking distance to San Jose’s center. Cora was a stupendous host. \nGot a complimentary yoga class.\nIf you like to travel frugal and heart I highly recommend this place.\nThe kitties and the dog are the sweetest.**', '**AlexanderJuly 2018Sha and the rest of the community were super helpful and attentive during our week', 'long stay. The studio was on the smaller side but clean and had everything we needed to cook our own meals. The bed was comfy and warm.\n\nThe house is ideally located near all amenities and buses that take you to downtown San José in little time. We loved discovering the area and the many vegan restaurants in it.\n\nThings that could be improved: \n', ' The place was a bit hard to find. As there is no address system in Costa Rica, directions have to be given and in this case they were not totally clear.\n\n', ' The bathroom could really use a hook to hang towels.\n\n', ' The access to the back, where the studio was located had many obstacles (drying laundry, renovation materials, fallen fruit) in the hall and it was not well lit at night.\n\nOverall our stay was positive and the three points mentioned above did not affect our general comfort level. We would stay again! Thank you!\n**', '**']",within an hour,100,"['English', ' Français', ' Bahasa Indonesia', ' Português', ' Español']"
Tokyo,Traditional Tatami private room B ,Taito City,1,0,1,0,0,1,0,0,1,Private room,Taito City,4.0,1,4.0,2,30.0,4.89,33,19.0,http://airbnb.com/rooms/36893196?location=Tokyo%2C%20Japan&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=736f57f2-90f8-4fd8-880d-e967424e000f,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,2,1,0,1,0,"['JialunDecember 2019Very nice place for tourists!**', '**BrianSeptember 2019Great place to stay in Tokyo!  Close to subways and buses, food and beverage etc.  Space is humble but the price is right!**', '**ErikaMay 2020Budget friendly, convenient place to stay Tokyo, and very responsive host.**', '**BenFebruary 2020Masakuns place is amazing and the Kaede cafe is delicious too! I highly recommend it!**', '**TobiasFebruary 2020I warmly recommend this place!**', '**一只January 2020very nice**', '**']",within an hour,100,"['ber: M130003825Languages: English', ' 日本語']"
New York,"Small & Cozy Bedroom, L.E.S ",New York,0,0,0,0,0,1,0,0,1,Private room,Manhattan,2.0,1,1.0,1,55.0,4.54,61,45.0,http://airbnb.com/rooms/7528664?location=Manhattan%2C%20New%20York%20City%2C%20New%20York%2C%20Verenigde%20Staten&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=68eb65a9-b7d2-4ff5-933f-cef6cb34ed68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,4,0,0,1,0,"['IsaacMarch 2020The host canceled this reservation 47 days before arrival. This is an automated posting.**', '**KevinFebruary 2020Had a great time! Would stay again!**', '**LizDecember 2019Small very cramped place, the instructions were very unclear and we were lucky to find the key. The host did not respond to our messages about our difficulty. Bedroom has zero airflow and got really hot and stuffy. Location was good, next to the subway.**', '**Tae HeeOctober 2019Great location and host. Highly recommended!**', '**KristinJuly 2019Sade is such a thoughtful and friendly person. She was really mindful of private space even though the this is room. The apartment is super easy for trains and access to the Lower East Side, Chinatown, etc.**', '**RebeccaJuly 2019Small but cozy. Nice area for walking, great restaurant block away. Sade was very welcoming**', '**']",within a few hours,80,"['Italiano', ' Português', ' Español']"
Santiago,Residencia del Parque ,Santiago,0,0,0,0,0,1,0,0,0,Entire apartment,Santiago,3.0,1,1.0,1,32.0,4.68,36,28.0,http://airbnb.com/rooms/29389053?location=Santiago%2C%20Chili&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=05fab0c6-cc01-46f1-8c1b-7c3259fab20c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[''],Unknown,Unknown,['Unknown']
Rome,NEW_Central Vatican Maison  Free WiFi  A/C ,Roma,1,0,0,0,0,1,0,1,1,Entire apartment,Aurelio,5.0,1,2.0,1,61.0,4.75,61,50.0,http://airbnb.com/rooms/2272032?location=Rome%2C%20Itali%C3%AB&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=ba295ea1-bdb7-413e-af4b-c90991c6eb53,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,"['NancyDecember 2019Crustianos place was out of this world extremely clean great area great transportation was very happy . I did not like that I only had 1 bath hand and face towel for the week  the apt was quite cold (december) the heat wewent on in the am and pm forza few m8nutes**', '**NatashaNovember 2019Great space, great location, great price! Cristiano was great with communicating. He had his friend Carlo pick me up at the airport and bring me to the air bnb and he was super friendly and made me feel welcomed from the beginning. The space was clean and big. It was a bit cold inside but otherwise perfect.**', '**GregSeptember 2019Cristiano’s place was very roomy And comfortable . Great location and he was very helpful when i missed my flight and took proactive actions when the internet didn’t work.**', '**GabriellaJuly 2019Cristiano’s apartment was absolutely amazing. It was our first time in Italy and we couldn’t have chosen a better spot than his place. You are walking distance to all the major sites.  Public transportation is pretty easy to navigate if you want to venture further out.  Aside from how clean and spacious this place is, there is a 24 hour market right around the corner. This was a life saver for last minute necessities or if you just want to grab a quick  lunch back to the apartment. Cristiano is always quick to answer any questions you may have. He also picked us up and dropped us off at the airport, even for our very early morning flight. Everything about this trip was made so much easier staying here. Thank you, Cristiano!**', '**YadiraJuly 2019Out stay in Rome was wonderful. The apartment was very clean and cozy and very close to restaurants and grocery stores. Christano was very helpful in giving us tips on how to get around.  Bud transportation and trains also very close. Would definitely recommend Christano’s place.**', '**GlendaJune 2019Great location, walk to Vatican.  Full supermarket steps away in good neighborhood with restaurants, bus. Apartment is very comfortable and quiet. Cristiano was a nice host and I would stay there again!**', '**']",within an hour,100,['Unknown']
London,Bright Double Room with Balcony in Regent's Park ,Greater London,0,0,0,0,0,1,0,1,1,Private room,City of Westminster,2.0,1,1.0,1.5,50.0,4.64,50,11.0,http://airbnb.com/rooms/37933411?location=London%2C%20Verenigd%20Koninkrijk&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=17c8ad13-b601-4831-b556-e5dbcd22b6e5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[''],within a few hours,71,['Unknown']
Brussels,bright private room ready to welcome you ☺ ,Elsene,0,0,0,0,0,1,0,0,1,Private room,Ixelles,2.0,1,2.0,1,29.0,4.96,35,24.0,http://airbnb.com/rooms/28655779?location=Brussels%2C%20Belgium&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=1809f7ad-6346-4d97-ac1b-4a9c0dfdd081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[''],Unknown,Unknown,['Unknown']
Montreal,Cozy Modern Apartment In Heart of Montreal ,Montréal,1,1,0,0,0,1,0,0,1,Entire apartment,Le Plateau,4.0,1,1.0,1,67.0,4.8,80,112.0,http://airbnb.com/rooms/27504328?location=Montreal%2C%20Qu%C3%A9bec%2C%20Canada&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=31092759-8113-499b-bda5-53b0b37af317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[''],Unknown,Unknown,['Unknown']
New York,New!! Cozy full equipped room in Times Square ,New York,1,0,0,0,0,1,0,0,1,Private room,Hell's Kitchen,2.0,1,1.0,1,64.0,4.63,71,150.0,http://airbnb.com/rooms/21414821?location=Manhattan%2C%20New%20York%20City%2C%20New%20York%2C%20Verenigde%20Staten&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=9b0fd20f-dcdd-477e-bc7b-a7950099362a,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,[''],Unknown,Unknown,['Unknown']
Rio de Janeiro,Flat aconchegante/ apartamento inteiro. ,Campos dos Goytacazes,1,0,0,0,0,1,1,0,1,Entire apartment,Campos dos Goytacazes,3.0,1,1.0,1,17.0,4.53,19,32.0,http://airbnb.com/rooms/35564947?location=Rio%20de%20Janeiro%2C%20Brazili%C3%AB&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=2af4422b-ff1e-485d-94cf-46b847287253,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,6,0,0,1,0,[''],within an hour,100,['Unknown']
Brussels,Great place to stay in Brussels! Large bedroom ,Ixelles,0,0,0,0,0,1,0,1,1,Entire apartment,Ixelles,2.0,1,1.0,1,62.0,4.66,62,58.0,http://airbnb.com/rooms/20200315?location=Brussels%2C%20Belgium&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=e73266cd-0578-48e9-b7c1-3e3da3cd303e,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,"['NicoleMarch 2020Charles is a responsive and caring host who answers questions promptly. His apartment was clean. It is cosy and a bit small, but it is perfect for 2 people.  There are many, many steps, so be prepared. You get used to it after a day or two.  Excellent location with shops, restaurants, grocery, and public transportation just outside the door. It is in a safe location.Charles is a responsive and caring host who answers questions promptly. His apartment was clean. It is cosy and a bit small, but it is perfect for 2 people.  There are many, many s… read more**', ""**EmilyOctober 2019Our stay in this apartment was mostly good, but we thought a few things could have been improved. It was in a really cool location. It was really easy to take the tram into the center of Brussels and we even walked once and it took about half an hour. There are tons of restaurants right around the apartment and when speaking to some locals, they recommended spending time in Ixelles, walking around the lakes, etc. If you are considering staying here, you should know that there are a lot of stairs. It's fine if you're able bodied, but it was a bit challenging with our suitcases, especially after walking around all day. Other than that, the apartment could have been cleaner. We were informed day of that the apartment wouldn't be ready and cleaned until 5pm and when we got there everything looked good, but as soon as we opened the fridge the entire apartment started to smell. We had to open the windows to make the smell go away. Overall, we enjoyed our stay because it was a cool place in a cool area, but we wish it was a bit cleaner.**"", '**AaronAugust 2019Very nice stay, the steps take getting used to. Be wary of the bathroom sink as it did not work when I stayed.**', '**RonnyAugust 2019This is an amazing Airbnb. The Room is big and the bed really comfy. The location is very central. A lot of delicious restaurants. Charles was an excellent guy, he’s very gentle and helpful. Thank you!**', '**RosannaMay 2020Great location and good apartment to enjoy independence while visiting Brussels.**', '**MihaiApril 2020A very functional place in a magic neighborhood.**', '**']",within an hour,100,"['English', ' Français', ' Deutsch', ' Español']"
Sydney,The Alison  Deluxe Double with Allocated Bathroom ,Randwick,0,0,0,0,0,0,0,0,1,Hotel room,Randwick,2.0,1,1.0,1,39.0,4.67,62,27.0,http://airbnb.com/rooms/34287754?location=Bangkok%20Thailand&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=0746ed99-877e-4f4c-8ed5-bc8b41b462a8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,4,0,0,1,0,"['TomJune 2020some street traffic noise, but otherwise  very clean bright hotel with helpful staff.**', '**LisaMay 2020Great guesthouse. Lovely room and close to tram into the city and buses to the beach. Just a walk to the shop, University and hospital. Highly recommended.**', '**WenningMay 2020Great location and friendly staff, very clean room and quite place.**', '**MelissaMay 2020Great spot, great price, super clean**', '**PatMarch 2020The bed was super comfy, check', 'in (and out) was super easy and I had a great night sleep. I will be back to stay here for sure!!**', '**SallyMarch 2020Great place to stay! Thank you**', '**']",within an hour,100,['English']
New York,BEST Location and Charm in Chelsea! ,New York,1,0,0,0,0,1,0,0,1,Entire apartment,Manhattan,4.0,1,1.0,1,127.0,4.67,127,156.0,http://airbnb.com/rooms/2391562?location=Manhattan%2C%20New%20York%20City%2C%20New%20York%2C%20Verenigde%20Staten&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=5c777451-99a5-43f5-8387-1f23173d92a3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,2,0,0,1,0,"['StevenApril 2020Great location and very easy check', 'in and check', 'out. Highly recommended for people looking to experience the Chelsea area.**', ""**VincenzoMarch 2020Susanna and Ricki's place was great and the location is unbeatable if you're looking to explore Chelsea as it's really close to Chelsea Market. The apartment is stylish and mostly quiet (a few pigeons found a resting spot near the bed "", ' a nice tap on the window usually made them fly away). They and their help are super responsive. Perfect place for my weekend in Manhattan.**', '**GiorgioFebruary 2020Great location in Chelsea and such a cute apartment!!! It’s very cozy and as relaxing of a vibe can get. Highly suggest!!**', '**ChristopherFebruary 2020Great location and nice neighborhood. Able to walk to Hudson Yards, Penn Station, Meatpacking District, High Line.\n\nThe subway is right there on the corner for farther places.**', '**NedFebruary 2020Perfect stay for a work trip. Ideal location, cozy and comfortable!**', '**VeenaJanuary 2020Great and comfortable space! Thank you, Susanna and Ricki!**', '**']",within a few hours,92,['Français']
Krakau,Concept House by goodhome  58 ,Kraków,0,0,0,0,1,1,0,0,1,Entire apartment,Kraków,4.0,1,2.0,1,34.0,4.83,34,6.0,http://airbnb.com/rooms/33908353?location=Krakau%2C%20Polen&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=cc3f8eda-e925-496a-a872-c2fd83767093,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,"['BenJuly 2019Nice apt in a good location. Appreciated the available underground parking. Comfortable apartment. Izabela responds quickly to messages and is solution', 'oriented ', ' great host! Thank you.**', ""**CiaraMarch 2020Izabela's Apartment in the south of the city was beautiful with excellent amenities. It was spotless and it was in a great location.**"", '**FabioJanuary 2020Everything was perfect, thank you**', '**AlexDecember 2019I had a fantastic stay. The apartment is new and really nice. My only feedback would be to get a stronger modem and secure the communication. Everything else was fantastic.**', '**MiraJuly 2019❤️**', '**PrzemyslawApril 2019Świetne miejsce! Blisko Kazimierza,  gorąco polecam!**', '**']",within an hour,100,['English']
Charlotte,"Gorgeous Myers Park Condo 1 Bed, 1 Bath ",Charlotte,1,1,0,0,0,1,0,0,1,Private room,Charlotte,2.0,1,1.0,1,65.0,4.98,65,85.0,http://airbnb.com/rooms/32382358?location=Charlotte%2C%20NC%2C%20United%20States&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=230fd608-0266-468f-a635-3e91b05384c7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,"['BradMarch 2020Debbie’s place was outstanding,it has everything you want near downtown Charlotte.Great restaurants nearby with great restaurants and pub. I will be coming back**', '**WillMarch 2020Debbie wasn’t there this visit, but she made sure everything was clean and comfortable!**', ""**TorianneMarch 2020Debbie's place was amazing! So clean, cozy, well decorated and truly an amazing deal. It almost felt Parisian in a way, a sweet little city escape nestled in a beautiful part of Charlotte. My best friend and I really enjoyed our girl's trip and staying at Debbie's and would definitely recommend!Debbie's place was amazing! So clean, cozy, well decorated and truly an amazing deal. It almost felt Parisian in a way, a sweet little city escape nestled in a beautiful part of Ch… read more**"", '**WillFebruary 2020Spotless and comfortable as always!  And good oranges!**', ""**DorrieFebruary 2020Debbie's place is elegant, spacious,  and located in a beautiful area convenient to shopping, restaurants, and parks.  As a woman traveling alone, I felt very safe in her condo building which features an entry with security code and easy parking behind the building.  Debbie was a great communicator and amazingly quick in responding to my questions "", ' I highly recommend!**', '**BrittneyFebruary 2020Super clean place with a great location!**', '**']",within an hour,100,['Unknown']
Bangkok,"Minimalistic Studio w/ Loft, Queen Bed & A/C (5/5) ",Khet Sathon,1,0,0,0,0,0,0,0,1,Entire loft,Sathorn,3.0,1,2.0,1,24.0,4.95,29,20.0,http://airbnb.com/rooms/22720606?location=Bangkok%20Thailand&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=bdd88b42-aa34-4bf7-8f35-bdd0c4fdecf2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,1,0,1,0,"['JeremyFebruary 2020Awesome place to stay! I highly recommend this to anyone looking for a cozy little studio. Frank is a great host and is very attentive.**', '**ShylaOctober 2019Super clean and comfy. Great location. Lots of food and shops around. Authentic Thai experience.**', '**FarahJuly 2019Overall we had a great stay here. It was clean and comfortable. There were many things to do near by, and a booklet of yummy food near the place. The staff were helpful and friendly.**', '**JamesJuly 2019Frank is a truly great host ', ' helpful, responsive, and pleasant. The space is on the top floor of a Thai residence with a food market on the first level. Truly my best stay in Asia so far. Frank and his staff were welcoming and helpful (even holding my bag for the day when I checked out). The place was clean and comfortable. I can not recommend Frank’s space more highly!Frank is a truly great host ', ' helpful, responsive, and pleasant. The space is on the top floor of a Thai residence with a food market on the first level. Truly my best stay in Asia… read more**', '**NadiaFebruary 2018This is a great place! Frank is so helpful and accommodating and his place is clean, comfortable and super cute! There is all kinds of local and amazing food right downstairs from the apartment, a laundry facility and a book filled with all the information you might need to optimize your Bangkok experience. Frank was also nice enough to let us stay a little later in the room cause we had a late flight. Thank you Frank. Can’t recommend enough :)This is a great place! Frank is so helpful and accommodating and his place is clean, comfortable and super cute! There is all kinds of local and amazing food right downstairs from… read more**', '**HaziqJanuary 2020Staying at BZ27 is amazing. First, the loft style space is very stylish and clean. Second, the area is very much accessible to Metro station (Grab/Taxi for 6', ""7 mins) which for me is fine considering that the area is not relatively packed with cars as compared to others. Third, there are lots of hip/trendy cafes like Roots at Sathorn and Hidden Yard coffee and alike. Lastly, Frank was very nice to accommodate to the guests' requests and responded quickly too. :) I would definitely recommend this place for anyone traveling to Bangkok.Staying at BZ27 is amazing. First, the loft style space is very stylish and clean. Second, the area is very much accessible to Metro station (Grab/Taxi for 6"", '7 mins) which for me i… read more**', '**']",within a day,100,"['English', ' ภาษาไทย']"
